Site,Date,Hour,Temperature,Dewpoint,RH,WindDir,Windspeed,CldFrac,MSLP,Weather,Precip,Source
KLAX,9/10/2018 0:00:00,0,68,63,84,120,3,0.7,29.85,BKN,0.00,NCDC
KLAX,9/10/2018 0:00:00,1,68,64,87,0,0,1,29.85,OVC,0.00,NCDC
KLAX,9/10/2018 0:00:00,2,68,64,87,90,5,1,29.85,BR,0.00,NCDC
KLAX,9/10/2018 0:00:00,3,69,63,81,160,6,1,29.84,OVC,0.00,NCDC
KLAX,9/10/2018 0:00:00,4,69,63,81,VR,6,1,29.85,OVC,0.00,NCDC
KLAX,9/10/2018 0:00:00,5,67,60,78,140,8,1,29.86,OVC,0.00,NCDC
KLAX,9/10/2018 0:00:00,6,67,61,81,100,3,1,29.87,OVC,0.00,NCDC
KLAX,9/10/2018 0:00:00,7,68,60,76,60,3,0.7,29.87,BKN,0.00,NCDC
KLAX,9/10/2018 0:00:00,8,70,61,73,0,0,0.4,29.87,SCT,0.00,NCDC
KLAX,9/10/2018 0:00:00,9,73,61,66,130,6,0.1,29.87,FEW,0.00,NCDC
KLAX,9/10/2018 0:00:00,10,76,62,62,250,6,0.1,29.87,FEW,0.00,NCDC
KLAX,9/10/2018 0:00:00,11,76,63,64,240,10,0,29.87,CLR,0.00,NCDC
KLAX,9/10/2018 0:00:00,12,76,63,64,260,10,0,29.87,CLR,0.00,NCDC
KLAX,9/10/2018 0:00:00,13,75,63,66,260,11,0,29.85,CLR,0.00,NCDC
KLAX,9/10/2018 0:00:00,14,75,63,66,260,11,0.1,29.82,FEW,0.00,NCDC
KLAX,9/10/2018 0:00:00,15,74,63,69,270,14,0,29.81,CLR,0.00,NCDC
KLAX,9/10/2018 0:00:00,16,73,63,71,260,11,0,29.79,CLR,0.00,NCDC
KLAX,9/10/2018 0:00:00,17,72,63,73,280,11,0,29.80,CLR,0.00,NCDC
KLAX,9/10/2018 0:00:00,18,70,64,81,270,10,0.1,29.80,FEW,0.00,NCDC
KLAX,9/10/2018 0:00:00,19,68,64,87,260,9,1,29.81,OVC,0.00,NCDC
KLAX,9/10/2018 0:00:00,20,68,64,87,270,9,1,29.84,OVC,0.00,NCDC
KLAX,9/10/2018 0:00:00,21,68,64,87,260,6,1,29.84,OVC,0.00,NCDC
KLAX,9/10/2018 0:00:00,22,69,64,84,20,5,1,29.84,OVC,0.00,NCDC
KLAX,9/10/2018 0:00:00,23,69,63,81,260,3,1,29.82,OVC,0.00,NCDC
KLAX,9/11/2018 0:00:00,0,69,63,81,120,7,1,29.82,OVC,0.00,NCDC
KLAX,9/11/2018 0:00:00,1,70,63,79,0,0,1,29.82,OVC,0.00,NCDC
KLAX,9/11/2018 0:00:00,2,70,63,79,0,0,1,29.82,OVC,0.00,NCDC
KLAX,9/11/2018 0:00:00,3,69,62,78,0,0,1,29.82,OVC,0.00,NCDC
KLAX,9/11/2018 0:00:00,4,69,62,78,110,6,1,29.82,OVC,0.00,NCDC
KLAX,9/11/2018 0:00:00,5,68,61,78,130,7,1,29.84,OVC,0.00,NCDC
KLAX,9/11/2018 0:00:00,6,67,60,78,170,6,1,29.86,OVC,0.00,NCDC
KLAX,9/11/2018 0:00:00,7,68,60,76,80,6,1,29.87,OVC,0.00,NCDC
KLAX,9/11/2018 0:00:00,8,69,60,73,VR,5,0.7,29.87,BKN,0.00,NCDC
KLAX,9/11/2018 0:00:00,9,72,61,68,VR,3,0.7,29.87,BKN,0.00,NCDC
KLAX,9/11/2018 0:00:00,10,74,60,62,210,6,0.4,29.87,SCT,0.00,NCDC
KLAX,9/11/2018 0:00:00,11,75,61,62,260,9,0.1,29.87,FEW,0.00,NCDC
KLAX,9/11/2018 0:00:00,12,74,61,64,260,13,0,29.86,CLR,0.00,NCDC
KLAX,9/11/2018 0:00:00,13,75,61,62,230,11,0,29.85,CLR,0.00,NCDC
KLAX,9/11/2018 0:00:00,14,75,61,62,230,10,0,29.82,CLR,0.00,NCDC
KLAX,9/11/2018 0:00:00,15,75,61,62,270,10,0,29.81,CLR,0.00,NCDC
KLAX,9/11/2018 0:00:00,16,73,61,66,260,9,0,29.79,CLR,0.00,NCDC
KLAX,9/11/2018 0:00:00,17,72,61,68,270,11,0,29.79,CLR,0.00,NCDC
KLAX,9/11/2018 0:00:00,18,70,62,76,270,10,0.1,29.79,FEW,0.00,NCDC
KLAX,9/11/2018 0:00:00,19,70,62,76,260,9,0,29.81,CLR,0.00,NCDC
KLAX,9/11/2018 0:00:00,20,69,64,84,260,7,0.1,29.85,FEW,0.00,NCDC
KLAX,9/11/2018 0:00:00,21,68,63,84,250,9,0.4,29.85,SCT,0.00,NCDC
KLAX,9/11/2018 0:00:00,22,68,63,84,250,6,0.5,29.85,SCT,0.00,NCDC
KLAX,9/11/2018 0:00:00,23,69,63,81,250,6,0.6,29.86,SCT,0.00,NCDC
KLAX,9/12/2018 0:00:00,0,69,63,81,320,3,0.7,29.86,BKN,0.00,NCDC
KLAX,9/12/2018 0:00:00,1,69,62,78,120,5,1,29.86,OVC,0.00,NCDC
KLAX,9/12/2018 0:00:00,2,69,61,76,90,5,1,29.85,OVC,0.00,NCDC
KLAX,9/12/2018 0:00:00,3,68,61,78,90,6,1,29.85,OVC,0.00,NCDC
KLAX,9/12/2018 0:00:00,4,68,61,78,120,7,0.7,29.87,BKN,0.00,NCDC
KLAX,9/12/2018 0:00:00,5,68,60,76,100,7,0.7,29.87,BKN,0.00,NCDC
KLAX,9/12/2018 0:00:00,6,68,60,76,110,8,1,29.87,OVC,0.00,NCDC
KLAX,9/12/2018 0:00:00,7,69,59,71,VR,3,1,29.89,OVC,0.00,NCDC
KLAX,9/12/2018 0:00:00,8,69,59,71,0,0,0.7,29.90,BKN,0.00,NCDC
KLAX,9/12/2018 0:00:00,9,72,59,64,130,7,0.7,29.90,BKN,0.00,NCDC
KLAX,9/12/2018 0:00:00,10,75,59,58,0,0,0.4,29.90,SCT,0.00,NCDC
KLAX,9/12/2018 0:00:00,11,74,60,62,260,10,0.1,29.90,FEW,0.00,NCDC
KLAX,9/12/2018 0:00:00,12,75,60,60,250,8,0,29.88,CLR,0.00,NCDC
KLAX,9/12/2018 0:00:00,13,76,60,58,260,11,0,29.87,CLR,0.00,NCDC
KLAX,9/12/2018 0:00:00,14,75,60,60,260,15,0,29.87,CLR,0.00,NCDC
KLAX,9/12/2018 0:00:00,15,75,61,62,270,15,0,29.85,CLR,0.00,NCDC
KLAX,9/12/2018 0:00:00,16,74,62,66,270,14,0.1,29.85,FEW,0.00,NCDC
KLAX,9/12/2018 0:00:00,17,72,62,71,260,15,0.1,29.84,FEW,0.00,NCDC
KLAX,9/12/2018 0:00:00,18,70,63,79,270,14,0.1,29.82,FEW,0.00,NCDC
KLAX,9/12/2018 0:00:00,19,69,63,81,260,11,0.4,29.84,SCT,0.00,NCDC
KLAX,9/12/2018 0:00:00,20,68,63,84,260,8,0.1,29.86,FEW,0.00,NCDC
KLAX,9/12/2018 0:00:00,21,67,63,87,250,7,0.1,29.86,FEW,0.00,NCDC
KLAX,9/12/2018 0:00:00,22,67,63,87,240,7,0.1,29.87,FEW,0.00,NCDC
KLAX,9/12/2018 0:00:00,23,67,63,87,230,5,0.1,29.86,FEW,0.00,NCDC
KLAX,9/13/2018 0:00:00,0,68,62,81,280,5,0.1,29.87,FEW,0.00,NCDC
KLAX,9/13/2018 0:00:00,1,67,62,84,320,6,0.1,29.87,FEW,0.00,NCDC
KLAX,9/13/2018 0:00:00,2,67,62,84,310,5,0.1,29.86,FEW,0.00,NCDC
KLAX,9/13/2018 0:00:00,3,66,61,84,0,0,0.1,29.87,FEW,0.00,NCDC
KLAX,9/13/2018 0:00:00,4,67,62,84,0,0,0.1,29.87,FEW,0.00,NWS
KLAX,9/13/2018 0:00:00,5,66,62,87,0,0,0.1,29.87,FEW,0.00,NCDC
KLAX,9/13/2018 0:00:00,6,65,61,87,0,0,0.4,29.89,SCT,0.00,NCDC
KLAX,9/13/2018 0:00:00,7,68,63,84,250,3,0.4,29.90,SCT,0.00,NCDC
KLAX,9/13/2018 0:00:00,8,71,63,76,0,0,0.1,29.92,FEW,0.00,NCDC
KLAX,9/13/2018 0:00:00,9,73,63,71,0,0,0.1,29.92,FEW,0.00,NCDC
KLAX,9/13/2018 0:00:00,10,74,64,71,260,8,0,29.93,CLR,0.00,NCDC
KLAX,9/13/2018 0:00:00,11,76,64,66,250,9,0,29.92,CLR,0.00,NCDC
KLAX,9/13/2018 0:00:00,12,76,64,66,250,11,0,29.90,CLR,0.00,NCDC
KLAX,9/13/2018 0:00:00,13,76,64,66,280,14,0,29.88,CLR,0.00,NCDC
KLAX,9/13/2018 0:00:00,14,75,64,69,270,15,0.1,29.87,FEW,0.00,NCDC
KLAX,9/13/2018 0:00:00,15,75,63,66,260,16,0.1,29.86,FEW,0.00,NCDC
KLAX,9/13/2018 0:00:00,16,75,59,58,270,16,0,29.85,CLR,0.00,NCDC
KLAX,9/13/2018 0:00:00,17,74,60,62,260,16,0,29.85,CLR,0.00,NCDC
KLAX,9/13/2018 0:00:00,18,71,60,68,270,14,0,29.84,CLR,0.00,NCDC
KLAX,9/13/2018 0:00:00,19,71,58,64,250,11,0,29.84,CLR,0.00,NCDC
KLAX,9/13/2018 0:00:00,20,71,58,64,240,7,0,29.85,CLR,0.00,NCDC
KLAX,9/13/2018 0:00:00,21,70,61,73,0,0,0,29.85,CLR,0.00,NCDC
KLAX,9/13/2018 0:00:00,22,70,62,76,200,3,0,29.84,CLR,0.00,NCDC
KLAX,9/13/2018 0:00:00,23,71,62,73,0,0,0,29.82,CLR,0.00,NCDC
KLAX,9/14/2018 0:00:00,0,69,64,84,230,3,0,29.82,CLR,0.00,NCDC
KLAX,9/14/2018 0:00:00,1,66,61,84,70,3,0,29.82,CLR,0.00,NCDC
KLAX,9/14/2018 0:00:00,2,68,62,81,0,0,0,29.82,CLR,0.00,NCDC
KLAX,9/14/2018 0:00:00,3,65,60,84,100,3,0,29.81,CLR,0.00,NCDC
KLAX,9/14/2018 0:00:00,4,65,61,87,0,0,0,29.81,CLR,0.00,NCDC
KLAX,9/14/2018 0:00:00,5,65,61,87,130,3,0,29.81,CLR,0.00,NCDC
KLAX,9/14/2018 0:00:00,6,66,60,81,110,3,0,29.82,CLR,0.00,NCDC
KLAX,9/14/2018 0:00:00,7,70,60,71,120,3,0,29.82,CLR,0.00,NCDC
KLAX,9/14/2018 0:00:00,8,74,54,50,0,0,0,29.84,CLR,0.00,NCDC
KLAX,9/14/2018 0:00:00,9,78,59,52,230,5,0,29.84,CLR,0.00,NCDC
KLAX,9/14/2018 0:00:00,10,80,63,56,260,8,0,29.84,CLR,0.00,NCDC
KLAX,9/14/2018 0:00:00,11,81,62,53,240,7,0,29.82,CLR,0.00,NCDC
KLAX,9/14/2018 0:00:00,12,80,60,51,260,10,0,29.81,CLR,0.00,NCDC
KLAX,9/14/2018 0:00:00,13,80,58,47,260,13,0,29.79,CLR,0.00,NCDC
KLAX,9/14/2018 0:00:00,14,79,58,49,270,13,0,29.78,CLR,0.00,NCDC
KLAX,9/14/2018 0:00:00,15,77,60,56,270,18,0,29.78,CLR,0.00,NCDC
KLAX,9/14/2018 0:00:00,16,76,54,46,260,18,0,29.76,CLR,0.00,NCDC
KLAX,9/14/2018 0:00:00,17,74,57,55,250,14,0,29.75,CLR,0.00,NCDC
KLAX,9/14/2018 0:00:00,18,72,57,59,250,15,0,29.76,CLR,0.00,NCDC
KLAX,9/14/2018 0:00:00,19,72,58,61,240,10,0,29.76,CLR,0.00,NCDC
KLAX,9/14/2018 0:00:00,20,72,58,61,230,7,0,29.78,CLR,0.00,NCDC
KLAX,9/14/2018 0:00:00,21,70,61,73,230,5,0,29.78,CLR,0.00,NCDC
KLAX,9/14/2018 0:00:00,22,68,61,78,250,6,0,29.79,CLR,0.00,NCDC
KLAX,9/14/2018 0:00:00,23,69,61,76,170,5,0,29.79,CLR,0.00,NCDC
KLAX,9/15/2018 0:00:00,0,69,62,78,0,0,0,29.79,CLR,0.00,NCDC
KLAX,9/15/2018 0:00:00,1,69,62,78,250,6,0,29.79,CLR,0.00,NCDC
KLAX,9/15/2018 0:00:00,2,68,61,78,0,0,0,29.79,CLR,0.00,NCDC
KLAX,9/15/2018 0:00:00,3,68,61,78,200,5,0,29.80,CLR,0.00,NCDC
KLAX,9/15/2018 0:00:00,4,67,63,87,270,6,0.1,29.80,FEW,0.00,NCDC
KLAX,9/15/2018 0:00:00,5,67,61,81,270,5,0,29.81,CLR,0.00,NCDC
KLAX,9/15/2018 0:00:00,6,67,61,81,0,0,0,29.82,CLR,0.00,NCDC
KLAX,9/15/2018 0:00:00,7,69,62,78,270,3,0.1,29.86,FEW,0.00,NCDC
KLAX,9/15/2018 0:00:00,8,71,62,73,0,0,0,29.86,CLR,0.00,NCDC
KLAX,9/15/2018 0:00:00,9,75,61,62,0,0,0,29.86,CLR,0.00,NCDC
KLAX,9/15/2018 0:00:00,10,79,61,54,VR,5,0,29.87,CLR,0.00,NWS
KLAX,9/15/2018 0:00:00,11,77,62,60,250,13,0,29.85,CLR,0.00,NCDC
KLAX,9/15/2018 0:00:00,12,76,61,60,240,11,0,29.85,CLR,0.00,NCDC
KLAX,9/15/2018 0:00:00,13,76,58,54,250,11,0,29.84,CLR,0.00,NCDC
KLAX,9/15/2018 0:00:00,14,76,55,48,260,16,0,29.82,CLR,0.00,NCDC
KLAX,9/15/2018 0:00:00,15,76,57,52,270,17,0,29.81,CLR,0.00,NCDC
KLAX,9/15/2018 0:00:00,16,73,59,62,270,16,0,29.80,CLR,0.00,NCDC
KLAX,9/15/2018 0:00:00,17,72,60,66,270,13,0,29.79,CLR,0.00,NCDC
KLAX,9/15/2018 0:00:00,18,70,58,66,250,13,0,29.79,CLR,0.00,NCDC
KLAX,9/15/2018 0:00:00,19,70,58,66,250,8,0,29.79,CLR,0.00,NCDC
KLAX,9/15/2018 0:00:00,20,69,60,73,230,7,0,29.81,CLR,0.00,NCDC
KLAX,9/15/2018 0:00:00,21,69,60,73,0,0,0,29.82,CLR,0.00,NCDC
KLAX,9/15/2018 0:00:00,22,68,62,81,150,6,0,29.81,CLR,0.00,NCDC
KLAX,9/15/2018 0:00:00,23,68,62,81,130,3,0,29.82,CLR,0.00,NCDC
KLAX,9/16/2018 0:00:00,0,68,62,81,140,5,0,29.84,CLR,0.00,NCDC
KLAX,9/16/2018 0:00:00,1,67,62,84,180,6,0,29.82,CLR,0.00,NCDC
KLAX,9/16/2018 0:00:00,2,67,62,84,VR,3,0,29.84,CLR,0.00,NCDC
KLAX,9/16/2018 0:00:00,3,65,61,87,170,3,0,29.84,CLR,0.00,NCDC
KLAX,9/16/2018 0:00:00,4,65,61,87,100,3,0,29.84,CLR,0.00,NCDC
KLAX,9/16/2018 0:00:00,5,64,61,90,0,0,0,29.86,CLR,0.00,NCDC
KLAX,9/16/2018 0:00:00,6,65,61,87,0,0,0,29.87,CLR,0.00,NCDC
KLAX,9/16/2018 0:00:00,7,68,62,81,0,0,0,29.88,CLR,0.00,NCDC
KLAX,9/16/2018 0:00:00,8,71,60,68,110,5,0.1,29.90,FEW,0.00,NCDC
KLAX,9/16/2018 0:00:00,9,76,57,52,VR,3,0.1,29.92,FEW,0.00,NCDC
KLAX,9/16/2018 0:00:00,10,78,62,58,250,8,0,29.93,CLR,0.00,NWS
KLAX,9/16/2018 0:00:00,11,78,63,60,240,8,0,29.92,CLR,0.00,NCDC
KLAX,9/16/2018 0:00:00,12,77,62,60,240,11,0,29.90,CLR,0.00,NCDC
KLAX,9/16/2018 0:00:00,13,76,62,62,250,10,0,29.88,CLR,0.00,NCDC
KLAX,9/16/2018 0:00:00,14,75,62,64,260,14,0,29.87,CLR,0.00,NCDC
KLAX,9/16/2018 0:00:00,15,75,61,62,250,11,0,29.87,CLR,0.00,NCDC
KLAX,9/16/2018 0:00:00,16,74,61,64,250,15,0,29.86,CLR,0.00,NCDC
KLAX,9/16/2018 0:00:00,17,72,60,66,270,15,0,29.86,CLR,0.00,NCDC
KLAX,9/16/2018 0:00:00,18,71,59,66,270,13,0,29.86,CLR,0.00,NCDC
KLAX,9/16/2018 0:00:00,19,69,58,68,260,10,0,29.85,CLR,0.00,NCDC
KLAX,9/16/2018 0:00:00,20,69,59,71,230,7,0,29.87,CLR,0.00,NCDC
KLAX,9/16/2018 0:00:00,21,69,58,68,250,7,0,29.87,CLR,0.00,NCDC
KLAX,9/16/2018 0:00:00,22,68,58,70,220,3,0,29.87,CLR,0.00,NCDC
KLAX,9/16/2018 0:00:00,23,69,58,68,230,5,0,29.87,CLR,0.00,NCDC
KLAX,9/17/2018 0:00:00,0,66,57,73,0,0,0,29.87,CLR,0.00,NCDC
KLAX,9/17/2018 0:00:00,1,67,59,76,0,0,0,29.87,CLR,0.00,NCDC
KLAX,9/17/2018 0:00:00,2,64,57,78,0,0,0,29.87,CLR,0.00,NCDC
KLAX,9/17/2018 0:00:00,3,62,56,81,0,0,0,29.87,CLR,0.00,NCDC
KLAX,9/17/2018 0:00:00,4,64,57,78,0,0,0,29.87,CLR,0.00,NCDC
KLAX,9/17/2018 0:00:00,5,61,56,84,80,3,0,29.87,CLR,0.00,NCDC
KLAX,9/17/2018 0:00:00,6,64,57,78,0,0,0.1,29.88,FEW,0.00,NCDC
KLAX,9/17/2018 0:00:00,7,67,55,65,0,0,0.1,29.89,FEW,0.00,NCDC
KLAX,9/17/2018 0:00:00,8,71,54,55,0,0,0.1,29.90,FEW,0.00,NCDC
KLAX,9/17/2018 0:00:00,9,74,55,52,0,0,0.4,29.90,SCT,0.00,NCDC
KLAX,9/17/2018 0:00:00,10,78,58,50,VR,5,0.4,29.90,SCT,0.00,NCDC
KLAX,9/17/2018 0:00:00,11,76,60,58,250,10,0.1,29.90,FEW,0.00,NCDC
KLAX,9/17/2018 0:00:00,12,75,61,62,270,11,0.1,29.89,FEW,0.00,NCDC
KLAX,9/17/2018 0:00:00,13,76,58,54,260,15,0.1,29.87,FEW,0.00,NCDC
KLAX,9/17/2018 0:00:00,14,76,55,48,260,14,0,29.87,CLR,0.00,NCDC
KLAX,9/17/2018 0:00:00,15,75,57,54,260,18,0,29.86,CLR,0.00,NCDC
KLAX,9/17/2018 0:00:00,16,74,59,60,260,16,0,29.85,CLR,0.00,NCDC
KLAX,9/17/2018 0:00:00,17,71,59,66,250,16,0,29.84,CLR,0.00,NCDC
KLAX,9/17/2018 0:00:00,18,69,59,71,250,9,0,29.84,CLR,0.00,NCDC
KLAX,9/17/2018 0:00:00,19,69,59,71,230,8,0,29.84,CLR,0.00,NCDC
KLAX,9/17/2018 0:00:00,20,69,60,73,210,6,0,29.85,CLR,0.00,NCDC
KLAX,9/17/2018 0:00:00,21,69,59,71,VR,3,0,29.85,CLR,0.00,NCDC
KLAX,9/17/2018 0:00:00,22,67,61,81,110,6,0,29.86,CLR,0.00,NCDC
KLAX,9/17/2018 0:00:00,23,66,60,81,VR,6,0,29.87,CLR,0.00,NCDC
KLAX,9/18/2018 0:00:00,0,64,59,84,90,6,0.1,29.87,FEW,0.00,NCDC
KLAX,9/18/2018 0:00:00,1,64,59,84,90,6,0.1,29.87,FEW,0.00,NCDC
KLAX,9/18/2018 0:00:00,2,64,59,84,20,3,0.1,29.86,FEW,0.00,NCDC
KLAX,9/18/2018 0:00:00,3,62,57,84,100,5,0.1,29.85,FEW,0.00,NCDC
KLAX,9/18/2018 0:00:00,4,63,57,81,0,0,0.1,29.86,FEW,0.00,NCDC
KLAX,9/18/2018 0:00:00,5,62,56,81,0,0,0.4,29.86,SCT,0.00,NCDC
KLAX,9/18/2018 0:00:00,6,63,56,78,0,0,0.4,29.87,SCT,0.00,NCDC
KLAX,9/18/2018 0:00:00,7,65,57,75,90,6,0.1,29.88,FEW,0.00,NCDC
KLAX,9/18/2018 0:00:00,8,68,58,70,110,7,0.1,29.89,FEW,0.00,NCDC
KLAX,9/18/2018 0:00:00,9,71,59,66,0,0,0.1,29.88,FEW,0.00,NCDC
KLAX,9/18/2018 0:00:00,10,75,57,54,VR,5,0,29.88,CLR,0.00,NCDC
KLAX,9/18/2018 0:00:00,11,77,60,56,240,7,0.1,29.87,FEW,0.00,NCDC
KLAX,9/18/2018 0:00:00,12,76,60,58,250,13,0.1,29.86,FEW,0.00,NCDC
KLAX,9/18/2018 0:00:00,13,74,61,64,260,14,0.4,29.85,SCT,0.00,NCDC
KLAX,9/18/2018 0:00:00,14,73,59,62,270,14,0.1,29.82,FEW,0.00,NCDC
KLAX,9/18/2018 0:00:00,15,72,57,59,260,15,0.1,29.81,FEW,0.00,NCDC
KLAX,9/18/2018 0:00:00,16,72,58,61,250,14,0.1,29.80,FEW,0.00,NCDC
KLAX,9/18/2018 0:00:00,17,70,56,61,250,13,0.1,29.79,FEW,0.00,NCDC
KLAX,9/18/2018 0:00:00,18,68,58,70,250,14,0,29.79,CLR,0.00,NCDC
KLAX,9/18/2018 0:00:00,19,67,59,76,250,13,0,29.79,CLR,0.00,NCDC
KLAX,9/18/2018 0:00:00,20,66,60,81,250,10,0,29.80,CLR,0.00,NCDC
KLAX,9/18/2018 0:00:00,21,65,60,84,240,9,0,29.81,CLR,0.00,NCDC
KLAX,9/18/2018 0:00:00,22,65,60,84,230,6,0,29.80,CLR,0.00,NCDC
KLAX,9/18/2018 0:00:00,23,65,60,84,160,3,0,29.80,CLR,0.00,NCDC
KLAX,9/19/2018 0:00:00,0,65,60,84,140,3,0.1,29.80,FEW,0.00,NCDC
KLAX,9/19/2018 0:00:00,1,64,59,84,150,5,0.1,29.80,FEW,0.00,NCDC
KLAX,9/19/2018 0:00:00,2,62,59,90,80,5,0.1,29.79,FEW,0.00,NCDC
KLAX,9/19/2018 0:00:00,3,62,59,90,0,0,0.1,29.79,FEW,0.00,NCDC
KLAX,9/19/2018 0:00:00,4,63,59,87,0,0,0.1,29.79,FEW,0.00,NCDC
KLAX,9/19/2018 0:00:00,5,63,59,87,360,5,0.4,29.79,SCT,0.00,NCDC
KLAX,9/19/2018 0:00:00,6,63,58,84,0,0,0.4,29.79,SCT,0.00,NCDC
KLAX,9/19/2018 0:00:00,7,64,59,84,80,3,0.4,29.80,SCT,0.00,NCDC
KLAX,9/19/2018 0:00:00,8,67,59,76,0,0,0.1,29.81,FEW,0.00,NCDC
KLAX,9/19/2018 0:00:00,9,70,59,68,0,0,0.1,29.81,FEW,0.00,NCDC
KLAX,9/19/2018 0:00:00,10,72,60,66,250,8,0.1,29.81,FEW,0.00,NCDC
KLAX,9/19/2018 0:00:00,11,72,60,66,260,10,0,29.80,CLR,0.00,NCDC
KLAX,9/19/2018 0:00:00,12,73,60,64,260,11,0,29.79,CLR,0.00,NCDC
KLAX,9/19/2018 0:00:00,13,73,60,64,250,11,0.1,29.77,FEW,0.00,NCDC
KLAX,9/19/2018 0:00:00,14,72,59,64,260,10,0.1,29.75,FEW,0.00,NCDC
KLAX,9/19/2018 0:00:00,15,72,60,66,270,13,0.1,29.71,FEW,0.00,NCDC
KLAX,9/19/2018 0:00:00,16,71,61,71,270,14,0.1,29.71,FEW,0.00,NWS
KLAX,9/19/2018 0:00:00,17,69,61,76,260,14,0.1,29.70,FEW,0.00,NCDC
KLAX,9/19/2018 0:00:00,18,68,62,81,270,13,0.1,29.70,FEW,0.00,NCDC
KLAX,9/19/2018 0:00:00,19,67,60,78,250,6,0,29.71,CLR,0.00,NCDC
KLAX,9/19/2018 0:00:00,20,67,59,76,210,3,0,29.73,CLR,0.00,NCDC
KLAX,9/19/2018 0:00:00,21,67,61,81,VR,3,0,29.75,CLR,0.00,NCDC
KLAX,9/19/2018 0:00:00,22,66,60,81,VR,2,0,29.76,CLR,0.00,Filled
KLAX,9/19/2018 0:00:00,23,67,59,76,VR,0,0,29.75,CLR,0.00,NCDC
KLAX,9/20/2018 0:00:00,0,65,59,81,0,0,0,29.75,CLR,0.00,NCDC
KLAX,9/20/2018 0:00:00,1,65,59,81,0,0,0.1,29.76,FEW,0.00,NCDC
KLAX,9/20/2018 0:00:00,2,66,59,78,0,0,0.1,29.76,FEW,0.00,NCDC
KLAX,9/20/2018 0:00:00,3,64,58,81,30,3,0.1,29.76,FEW,0.00,NCDC
KLAX,9/20/2018 0:00:00,4,63,58,84,0,0,0.1,29.77,FEW,0.00,NCDC
KLAX,9/20/2018 0:00:00,5,62,58,87,80,3,0.1,29.78,FEW,0.00,NCDC
KLAX,9/20/2018 0:00:00,6,64,60,87,90,6,0.4,29.79,BR,0.00,NCDC
KLAX,9/20/2018 0:00:00,7,65,61,87,150,5,0.7,29.82,BR,0.00,NCDC
KLAX,9/20/2018 0:00:00,8,69,61,76,VR,6,0.4,29.84,SCT,0.00,NCDC
KLAX,9/20/2018 0:00:00,9,71,60,68,120,5,0.4,29.85,SCT,0.00,NCDC
KLAX,9/20/2018 0:00:00,10,75,60,60,70,5,0.4,29.86,SCT,0.00,NCDC
KLAX,9/20/2018 0:00:00,11,75,62,64,270,9,0.1,29.85,FEW,0.00,NCDC
KLAX,9/20/2018 0:00:00,12,75,62,64,250,10,0.1,29.85,FEW,0.00,NCDC
KLAX,9/20/2018 0:00:00,13,74,62,66,240,14,0,29.84,CLR,0.00,NCDC
KLAX,9/20/2018 0:00:00,14,74,62,66,240,13,0,29.84,CLR,0.00,NCDC
KLAX,9/20/2018 0:00:00,15,73,62,68,260,10,0,29.82,CLR,0.00,NCDC
KLAX,9/20/2018 0:00:00,16,73,63,71,250,9,0.1,29.82,FEW,0.00,NCDC
KLAX,9/20/2018 0:00:00,17,70,62,76,270,8,0.1,29.84,FEW,0.00,NCDC
KLAX,9/20/2018 0:00:00,18,69,62,78,260,7,0.1,29.86,FEW,0.00,NCDC
KLAX,9/20/2018 0:00:00,19,68,62,81,260,8,0.7,29.87,BKN,0.00,NCDC
KLAX,9/20/2018 0:00:00,20,69,63,81,0,0,1,29.90,OVC,0.00,NCDC
KLAX,9/20/2018 0:00:00,21,69,61,76,150,8,0.7,29.92,BKN,0.00,NCDC
KLAX,9/20/2018 0:00:00,22,68,61,78,140,6,0.7,29.93,BKN,0.00,NCDC
KLAX,9/20/2018 0:00:00,23,68,60,76,100,7,0.7,29.94,BKN,0.00,NCDC
KLAX,9/21/2018 0:00:00,0,67,60,78,130,3,0.7,29.94,BKN,0.00,NCDC
KLAX,9/21/2018 0:00:00,1,67,60,78,80,6,1,29.93,OVC,0.00,NCDC
KLAX,9/21/2018 0:00:00,2,66,60,81,30,3,1,29.94,OVC,0.00,NCDC
KLAX,9/21/2018 0:00:00,3,66,60,81,0,0,0.7,29.94,BKN,0.00,NCDC
KLAX,9/21/2018 0:00:00,4,65,60,84,80,3,0.7,29.94,BKN,0.00,NCDC
KLAX,9/21/2018 0:00:00,5,65,60,84,0,0,0.4,29.94,SCT,0.00,NCDC
KLAX,9/21/2018 0:00:00,6,66,60,81,220,3,0.4,29.95,SCT,0.00,NCDC
KLAX,9/21/2018 0:00:00,7,67,61,81,220,5,0.4,29.97,SCT,0.00,NCDC
KLAX,9/21/2018 0:00:00,8,69,61,76,230,6,0.4,29.97,SCT,0.00,NCDC
KLAX,9/21/2018 0:00:00,9,70,62,76,240,7,0.1,29.98,FEW,0.00,NCDC
KLAX,9/21/2018 0:00:00,10,72,62,71,260,8,0.1,30.00,HZ,0.00,NCDC
KLAX,9/21/2018 0:00:00,11,73,62,68,250,9,0.1,30.00,FEW,0.00,NCDC
KLAX,9/21/2018 0:00:00,12,74,62,66,250,10,0.1,29.98,FEW,0.00,NCDC
KLAX,9/21/2018 0:00:00,13,73,62,68,260,8,0,29.96,CLR,0.00,NCDC
KLAX,9/21/2018 0:00:00,14,73,61,66,260,10,0.4,29.95,SCT,0.00,NCDC
